massloading_cpu(kg/sq-m)	massloading_gpu(kg/sq-m)	log10(cpu/gpu)
7.6080000000e+00	7.6080000000e+00	0.0000000000e+00
6.7766000000e+00	6.7766000000e+00	0.0000000000e+00
5.6622000000e+00	5.6622000000e+00	0.0000000000e+00
4.4501000000e+00	4.4501000000e+00	0.0000000000e+00
3.2888000000e+00	3.2888000000e+00	0.0000000000e+00
2.2884000000e+00	2.2884000000e+00	0.0000000000e+00
1.5064000000e+00	1.5064000000e+00	0.0000000000e+00
9.3919000000e-01	9.3919000000e-01	0.0000000000e+00
5.5553000000e-01	5.5553000000e-01	0.0000000000e+00
3.1253000000e-01	3.1253000000e-01	0.0000000000e+00
1.6789000000e-01	1.6789000000e-01	0.0000000000e+00
8.7162000000e-02	8.7162000000e-02	0.0000000000e+00
4.2741000000e-02	4.2741000000e-02	0.0000000000e+00
1.9154000000e-02	1.9154000000e-02	0.0000000000e+00
9.0465000000e-03	9.0465000000e-03	0.0000000000e+00
4.1715000000e-03	4.1715000000e-03	0.0000000000e+00
1.7797000000e-03	1.7797000000e-03	0.0000000000e+00
5.7250000000e-04	5.7250000000e-04	0.0000000000e+00
2.0587000000e-04	2.0587000000e-04	0.0000000000e+00
7.4524000000e-05	7.4524000000e-05	0.0000000000e+00
2.3616000000e-05	2.3616000000e-05	0.0000000000e+00
1.8859000000e-05	1.8859000000e-05	0.0000000000e+00
2.3696000000e-05	2.3696000000e-05	0.0000000000e+00
3.0058000000e-06	3.0058000000e-06	0.0000000000e+00
3.1566000000e-06	3.1566000000e-06	0.0000000000e+00
8.0218000000e-06	8.0218000000e-06	0.0000000000e+00
3.7364000000e-06	3.7364000000e-06	0.0000000000e+00
3.4474000000e-05	3.4474000000e-05	0.0000000000e+00
4.7653000000e-05	4.7653000000e-05	0.0000000000e+00
4.0353000000e-05	4.0353000000e-05	0.0000000000e+00
6.5592000000e-05	6.5592000000e-05	0.0000000000e+00
5.4172000000e-05	5.4172000000e-05	0.0000000000e+00
3.9489000000e-05	3.9489000000e-05	0.0000000000e+00
9.5502000000e-06	9.5502000000e-06	0.0000000000e+00
3.8357000000e-05	3.8357000000e-05	0.0000000000e+00
4.4579000000e-05	4.4579000000e-05	0.0000000000e+00
4.1015000000e-05	4.1015000000e-05	0.0000000000e+00
9.1589000000e-05	9.1589000000e-05	0.0000000000e+00
1.2374000000e-04	1.2374000000e-04	0.0000000000e+00
1.5851000000e-04	1.5851000000e-04	0.0000000000e+00
1.0649000000e-04	1.0649000000e-04	0.0000000000e+00
1.6099000000e-04	1.6099000000e-04	0.0000000000e+00
1.4706000000e-04	1.4706000000e-04	0.0000000000e+00
1.3360000000e-04	1.3360000000e-04	0.0000000000e+00
1.2076000000e-04	1.2076000000e-04	0.0000000000e+00
1.0866000000e-04	1.0866000000e-04	0.0000000000e+00
9.7389000000e-05	9.7389000000e-05	0.0000000000e+00
8.6988000000e-05	8.6988000000e-05	0.0000000000e+00
7.7472000000e-05	7.7472000000e-05	0.0000000000e+00
6.8830000000e-05	6.8830000000e-05	0.0000000000e+00
6.1035000000e-05	6.1035000000e-05	0.0000000000e+00
5.4042000000e-05	5.4042000000e-05	0.0000000000e+00
4.7800000000e-05	4.7800000000e-05	0.0000000000e+00
4.2252000000e-05	4.2252000000e-05	0.0000000000e+00
3.7339000000e-05	3.7339000000e-05	0.0000000000e+00
3.3000000000e-05	3.3000000000e-05	0.0000000000e+00
1.6118000000e-08	1.6118000000e-08	0.0000000000e+00
1.7631000000e-08	1.7631000000e-08	0.0000000000e+00
1.9134000000e-08	1.9134000000e-08	0.0000000000e+00
2.0649000000e-08	2.0649000000e-08	0.0000000000e+00
2.2180000000e-08	2.2180000000e-08	0.0000000000e+00
2.3698000000e-08	2.3698000000e-08	0.0000000000e+00
2.5124000000e-08	2.5124000000e-08	0.0000000000e+00
2.6425000000e-08	2.6425000000e-08	0.0000000000e+00
2.7467000000e-08	2.7467000000e-08	0.0000000000e+00
2.8215000000e-08	2.8215000000e-08	0.0000000000e+00
2.8609000000e-08	2.8609000000e-08	0.0000000000e+00
2.8757000000e-08	2.8757000000e-08	0.0000000000e+00
2.9985000000e-08	2.9985000000e-08	0.0000000000e+00
3.1985000000e-08	3.1985000000e-08	0.0000000000e+00
3.5725000000e-08	3.5725000000e-08	0.0000000000e+00
4.7404000000e-08	4.7404000000e-08	0.0000000000e+00
1.5156000000e-07	1.5156000000e-07	0.0000000000e+00
1.6815000000e-07	1.6815000000e-07	0.0000000000e+00
1.6891000000e-07	1.6891000000e-07	0.0000000000e+00
5.5555000000e-08	5.5555000000e-08	0.0000000000e+00
8.3316000000e-08	8.3316000000e-08	0.0000000000e+00
1.0981000000e-07	1.0981000000e-07	0.0000000000e+00
1.1125000000e-07	1.1125000000e-07	0.0000000000e+00
1.4341000000e-07	1.4341000000e-07	0.0000000000e+00
2.1012000000e-07	2.1012000000e-07	0.0000000000e+00
2.3708000000e-07	2.3708000000e-07	0.0000000000e+00
4.1369000000e-07	4.1369000000e-07	0.0000000000e+00
5.2511000000e-07	5.2510000000e-07	8.2706217217e-06
5.6021000000e-07	5.6021000000e-07	0.0000000000e+00
4.9426000000e-07	4.9426000000e-07	0.0000000000e+00
3.2702000000e-06	3.2702000000e-06	0.0000000000e+00
5.5421000000e-05	5.5421000000e-05	0.0000000000e+00
1.1619000000e-03	1.1619000000e-03	0.0000000000e+00
1.1014000000e-02	1.1014000000e-02	0.0000000000e+00
6.8362000000e-02	6.8362000000e-02	0.0000000000e+00
2.7500000000e-01	2.7500000000e-01	0.0000000000e+00
7.5189000000e-01	7.5189000000e-01	0.0000000000e+00
1.5487000000e+00	1.5487000000e+00	0.0000000000e+00
2.5314000000e+00	2.5314000000e+00	0.0000000000e+00
3.4275000000e+00	3.4275000000e+00	0.0000000000e+00
4.3220000000e+00	4.3220000000e+00	0.0000000000e+00
5.1143000000e+00	5.1143000000e+00	0.0000000000e+00
5.9094000000e+00	5.9094000000e+00	0.0000000000e+00
6.6019000000e+00	6.6019000000e+00	0.0000000000e+00
7.0932000000e+00	7.0932000000e+00	0.0000000000e+00
7.2847000000e+00	7.2847000000e+00	0.0000000000e+00
7.0911000000e+00	7.0911000000e+00	0.0000000000e+00
6.5032000000e+00	6.5032000000e+00	0.0000000000e+00
5.6178000000e+00	5.6178000000e+00	0.0000000000e+00
4.5664000000e+00	4.5664000000e+00	0.0000000000e+00
3.4983000000e+00	3.4983000000e+00	0.0000000000e+00
2.5300000000e+00	2.5300000000e+00	0.0000000000e+00
1.7358000000e+00	1.7358000000e+00	0.0000000000e+00
1.1323000000e+00	1.1323000000e+00	0.0000000000e+00
7.0013000000e-01	7.0013000000e-01	0.0000000000e+00
4.1329000000e-01	4.1329000000e-01	0.0000000000e+00
2.4219000000e-01	2.4219000000e-01	0.0000000000e+00
1.2989000000e-01	1.2989000000e-01	0.0000000000e+00
6.9273000000e-02	6.9273000000e-02	0.0000000000e+00
3.5633000000e-02	3.5633000000e-02	0.0000000000e+00
1.9033000000e-02	1.9033000000e-02	0.0000000000e+00
8.4966000000e-03	8.4966000000e-03	0.0000000000e+00
3.0647000000e-03	3.0647000000e-03	0.0000000000e+00
1.3686000000e-03	1.3686000000e-03	0.0000000000e+00
5.5606000000e-04	5.5606000000e-04	0.0000000000e+00
1.8543000000e-04	1.8543000000e-04	0.0000000000e+00
6.0939000000e-05	6.0939000000e-05	0.0000000000e+00
4.1142000000e-05	4.1142000000e-05	0.0000000000e+00
1.0564000000e-05	1.0564000000e-05	0.0000000000e+00
6.8200000000e-06	6.8200000000e-06	0.0000000000e+00
2.4184000000e-05	2.4184000000e-05	0.0000000000e+00
2.9089000000e-05	2.9089000000e-05	0.0000000000e+00
3.4174000000e-05	3.4174000000e-05	0.0000000000e+00
1.5701000000e-05	1.5701000000e-05	0.0000000000e+00
4.3886000000e-05	4.3886000000e-05	0.0000000000e+00
6.9616000000e-05	6.9616000000e-05	0.0000000000e+00
5.2411000000e-05	5.2411000000e-05	0.0000000000e+00
6.9730000000e-06	6.9730000000e-06	0.0000000000e+00
4.9886000000e-05	4.9886000000e-05	0.0000000000e+00
2.0830000000e-05	2.0830000000e-05	0.0000000000e+00
2.4260000000e-05	2.4260000000e-05	0.0000000000e+00
6.8858000000e-05	6.8858000000e-05	0.0000000000e+00
1.8845000000e-04	1.8845000000e-04	0.0000000000e+00
1.4415000000e-04	1.4415000000e-04	0.0000000000e+00
1.4246000000e-04	1.4246000000e-04	0.0000000000e+00
1.9422000000e-04	1.9422000000e-04	0.0000000000e+00
2.4848000000e-04	2.4848000000e-04	0.0000000000e+00
2.2684000000e-04	2.2684000000e-04	0.0000000000e+00
2.0591000000e-04	2.0591000000e-04	0.0000000000e+00
1.8593000000e-04	1.8593000000e-04	0.0000000000e+00
1.6712000000e-04	1.6712000000e-04	0.0000000000e+00
1.4959000000e-04	1.4959000000e-04	0.0000000000e+00
1.3341000000e-04	1.3341000000e-04	0.0000000000e+00
1.1862000000e-04	1.1862000000e-04	0.0000000000e+00
1.0518000000e-04	1.0518000000e-04	0.0000000000e+00
9.3075000000e-05	9.3075000000e-05	0.0000000000e+00
8.2220000000e-05	8.2220000000e-05	0.0000000000e+00
7.2539000000e-05	7.2539000000e-05	0.0000000000e+00
6.3942000000e-05	6.3942000000e-05	0.0000000000e+00
5.6337000000e-05	5.6337000000e-05	0.0000000000e+00
4.9631000000e-05	4.9631000000e-05	0.0000000000e+00
1.7316000000e-08	1.7316000000e-08	0.0000000000e+00
1.9030000000e-08	1.9030000000e-08	0.0000000000e+00
2.0783000000e-08	2.0783000000e-08	0.0000000000e+00
2.2596000000e-08	2.2596000000e-08	0.0000000000e+00
2.4483000000e-08	2.4483000000e-08	0.0000000000e+00
2.6441000000e-08	2.6441000000e-08	0.0000000000e+00
2.8446000000e-08	2.8446000000e-08	0.0000000000e+00
3.0417000000e-08	3.0417000000e-08	0.0000000000e+00
3.2326000000e-08	3.2326000000e-08	0.0000000000e+00
3.4169000000e-08	3.4169000000e-08	0.0000000000e+00
3.6016000000e-08	3.6016000000e-08	0.0000000000e+00
3.8146000000e-08	3.8146000000e-08	0.0000000000e+00
4.1159000000e-08	4.1159000000e-08	0.0000000000e+00
4.6200000000e-08	4.6200000000e-08	0.0000000000e+00
5.6163000000e-08	5.6163000000e-08	0.0000000000e+00
8.8850000000e-08	8.8850000000e-08	0.0000000000e+00
1.8017000000e-07	1.8017000000e-07	0.0000000000e+00
2.2779000000e-07	2.2779000000e-07	0.0000000000e+00
1.7958000000e-07	1.7958000000e-07	0.0000000000e+00
3.7367000000e-07	3.7367000000e-07	0.0000000000e+00
2.5059000000e-07	2.5059000000e-07	0.0000000000e+00
1.1829000000e-07	1.1829000000e-07	0.0000000000e+00
8.4098000000e-07	8.4098000000e-07	0.0000000000e+00
2.4700000000e-07	2.4700000000e-07	0.0000000000e+00
3.1247000000e-07	3.1247000000e-07	0.0000000000e+00
3.6055000000e-07	3.6055000000e-07	0.0000000000e+00
3.7153000000e-07	3.7153000000e-07	0.0000000000e+00
5.5670000000e-07	5.5670000000e-07	0.0000000000e+00
2.8045000000e-07	2.8045000000e-07	0.0000000000e+00
1.2450000000e-06	1.2450000000e-06	0.0000000000e+00
2.4278000000e-06	2.4278000000e-06	0.0000000000e+00
1.6939000000e-05	1.6939000000e-05	0.0000000000e+00
2.7780000000e-04	2.7780000000e-04	0.0000000000e+00
2.9022000000e-03	2.9022000000e-03	0.0000000000e+00
2.1858000000e-02	2.1858000000e-02	0.0000000000e+00
1.0380000000e-01	1.0380000000e-01	0.0000000000e+00
3.4148000000e-01	3.4148000000e-01	0.0000000000e+00
7.9496000000e-01	7.9496000000e-01	0.0000000000e+00
1.4400000000e+00	1.4400000000e+00	0.0000000000e+00
2.1099000000e+00	2.1099000000e+00	0.0000000000e+00
2.8631000000e+00	2.8631000000e+00	0.0000000000e+00
3.5884000000e+00	3.5884000000e+00	0.0000000000e+00
4.3000000000e+00	4.3000000000e+00	0.0000000000e+00
5.0217000000e+00	5.0217000000e+00	0.0000000000e+00
5.7061000000e+00	5.7061000000e+00	0.0000000000e+00
6.2603000000e+00	6.2603000000e+00	0.0000000000e+00
6.5734000000e+00	6.5734000000e+00	0.0000000000e+00
6.5559000000e+00	6.5559000000e+00	0.0000000000e+00
6.1802000000e+00	6.1802000000e+00	0.0000000000e+00
5.4944000000e+00	5.4944000000e+00	0.0000000000e+00
4.6092000000e+00	4.6092000000e+00	0.0000000000e+00
3.6446000000e+00	3.6446000000e+00	0.0000000000e+00
2.7330000000e+00	2.7330000000e+00	0.0000000000e+00
1.9545000000e+00	1.9545000000e+00	0.0000000000e+00
1.3266000000e+00	1.3266000000e+00	0.0000000000e+00
8.6184000000e-01	8.6184000000e-01	0.0000000000e+00
5.3489000000e-01	5.3489000000e-01	0.0000000000e+00
3.3955000000e-01	3.3955000000e-01	0.0000000000e+00
1.9054000000e-01	1.9054000000e-01	0.0000000000e+00
1.2350000000e-01	1.2350000000e-01	0.0000000000e+00
6.1233000000e-02	6.1233000000e-02	0.0000000000e+00
2.8133000000e-02	2.8133000000e-02	0.0000000000e+00
1.4234000000e-02	1.4234000000e-02	0.0000000000e+00
6.9456000000e-03	6.9456000000e-03	0.0000000000e+00
2.8959000000e-03	2.8959000000e-03	0.0000000000e+00
1.8374000000e-03	1.8374000000e-03	0.0000000000e+00
4.4878000000e-04	4.4878000000e-04	0.0000000000e+00
1.4514000000e-04	1.4514000000e-04	0.0000000000e+00
5.4096000000e-05	5.4096000000e-05	0.0000000000e+00
2.4841000000e-05	2.4841000000e-05	0.0000000000e+00
8.0227000000e-05	8.0227000000e-05	0.0000000000e+00
5.2810000000e-05	5.2810000000e-05	0.0000000000e+00
3.4213000000e-05	3.4213000000e-05	0.0000000000e+00
6.1362000000e-05	6.1362000000e-05	0.0000000000e+00
5.5746000000e-05	5.5745000000e-05	7.7906643928e-06
1.0602000000e-04	1.0602000000e-04	0.0000000000e+00
4.6719000000e-05	4.6719000000e-05	0.0000000000e+00
5.7818000000e-06	5.7818000000e-06	0.0000000000e+00
3.1023000000e-05	3.1023000000e-05	0.0000000000e+00
8.4014000000e-05	8.4014000000e-05	0.0000000000e+00
2.2070000000e-04	2.2070000000e-04	0.0000000000e+00
2.4439000000e-04	2.4439000000e-04	0.0000000000e+00
1.1890000000e-04	1.1890000000e-04	0.0000000000e+00
2.0581000000e-04	2.0581000000e-04	0.0000000000e+00
3.8502000000e-04	3.8502000000e-04	0.0000000000e+00
4.1267000000e-04	4.1267000000e-04	0.0000000000e+00
3.7899000000e-04	3.7899000000e-04	0.0000000000e+00
3.4587000000e-04	3.4587000000e-04	0.0000000000e+00
3.1381000000e-04	3.1381000000e-04	0.0000000000e+00
2.8320000000e-04	2.8320000000e-04	0.0000000000e+00
2.5436000000e-04	2.5436000000e-04	0.0000000000e+00
2.2748000000e-04	2.2748000000e-04	0.0000000000e+00
2.0267000000e-04	2.0267000000e-04	0.0000000000e+00
1.7997000000e-04	1.7997000000e-04	0.0000000000e+00
1.5937000000e-04	1.5937000000e-04	0.0000000000e+00
1.4080000000e-04	1.4080000000e-04	0.0000000000e+00
1.2415000000e-04	1.2415000000e-04	0.0000000000e+00
1.0932000000e-04	1.0932000000e-04	0.0000000000e+00
9.6149000000e-05	9.6149000000e-05	0.0000000000e+00
8.4508000000e-05	8.4508000000e-05	0.0000000000e+00
7.4252000000e-05	7.4252000000e-05	0.0000000000e+00
1.8624000000e-08	1.8624000000e-08	0.0000000000e+00
2.0562000000e-08	2.0562000000e-08	0.0000000000e+00
2.2584000000e-08	2.2584000000e-08	0.0000000000e+00
2.4756000000e-08	2.4756000000e-08	0.0000000000e+00
2.7055000000e-08	2.7055000000e-08	0.0000000000e+00
2.9531000000e-08	2.9531000000e-08	0.0000000000e+00
3.2183000000e-08	3.2183000000e-08	0.0000000000e+00
3.5002000000e-08	3.5002000000e-08	0.0000000000e+00
3.7977000000e-08	3.7977000000e-08	0.0000000000e+00
4.1223000000e-08	4.1223000000e-08	0.0000000000e+00
4.4913000000e-08	4.4913000000e-08	0.0000000000e+00
4.9605000000e-08	4.9605000000e-08	0.0000000000e+00
5.6469000000e-08	5.6469000000e-08	0.0000000000e+00
6.7835000000e-08	6.7835000000e-08	0.0000000000e+00
8.9491000000e-08	8.9491000000e-08	0.0000000000e+00
1.3294000000e-07	1.3294000000e-07	0.0000000000e+00
2.0913000000e-07	2.0913000000e-07	0.0000000000e+00
1.9566000000e-07	1.9566000000e-07	0.0000000000e+00
3.4294000000e-07	3.4294000000e-07	0.0000000000e+00
4.7484000000e-07	4.7484000000e-07	0.0000000000e+00
4.6919000000e-07	4.6919000000e-07	0.0000000000e+00
9.2037000000e-07	9.2037000000e-07	0.0000000000e+00
9.9061000000e-07	9.9061000000e-07	0.0000000000e+00
2.5862000000e-07	2.5862000000e-07	0.0000000000e+00
3.7348000000e-07	3.7348000000e-07	0.0000000000e+00
5.1077000000e-07	5.1077000000e-07	0.0000000000e+00
7.1528000000e-07	7.1528000000e-07	0.0000000000e+00
2.8052000000e-07	2.8052000000e-07	0.0000000000e+00
2.8196000000e-07	2.8196000000e-07	0.0000000000e+00
1.6414000000e-06	1.6414000000e-06	0.0000000000e+00
3.8215000000e-06	3.8215000000e-06	0.0000000000e+00
7.9384000000e-06	7.9384000000e-06	0.0000000000e+00
7.8817000000e-05	7.8817000000e-05	0.0000000000e+00
7.6634000000e-04	7.6634000000e-04	0.0000000000e+00
6.2783000000e-03	6.2783000000e-03	0.0000000000e+00
3.5414000000e-02	3.5414000000e-02	0.0000000000e+00
1.3525000000e-01	1.3525000000e-01	0.0000000000e+00
3.6211000000e-01	3.6211000000e-01	0.0000000000e+00
7.6143000000e-01	7.6143000000e-01	0.0000000000e+00
1.2996000000e+00	1.2996000000e+00	0.0000000000e+00
1.8627000000e+00	1.8627000000e+00	0.0000000000e+00
2.4255000000e+00	2.4255000000e+00	0.0000000000e+00
2.9873000000e+00	2.9873000000e+00	0.0000000000e+00
3.5851000000e+00	3.5851000000e+00	0.0000000000e+00
4.2455000000e+00	4.2455000000e+00	0.0000000000e+00
4.9137000000e+00	4.9137000000e+00	0.0000000000e+00
5.5082000000e+00	5.5082000000e+00	0.0000000000e+00
5.9045000000e+00	5.9045000000e+00	0.0000000000e+00
6.0218000000e+00	6.0218000000e+00	0.0000000000e+00
5.8164000000e+00	5.8164000000e+00	0.0000000000e+00
5.3089000000e+00	5.3089000000e+00	0.0000000000e+00
4.5724000000e+00	4.5724000000e+00	0.0000000000e+00
3.7350000000e+00	3.7350000000e+00	0.0000000000e+00
2.8940000000e+00	2.8940000000e+00	0.0000000000e+00
2.1388000000e+00	2.1388000000e+00	0.0000000000e+00
1.5142000000e+00	1.5142000000e+00	0.0000000000e+00
1.0625000000e+00	1.0625000000e+00	0.0000000000e+00
7.1072000000e-01	7.1072000000e-01	0.0000000000e+00
4.4845000000e-01	4.4845000000e-01	0.0000000000e+00
2.8350000000e-01	2.8350000000e-01	0.0000000000e+00
1.5289000000e-01	1.5289000000e-01	0.0000000000e+00
8.8901000000e-02	8.8901000000e-02	0.0000000000e+00
4.9416000000e-02	4.9416000000e-02	0.0000000000e+00
2.4071000000e-02	2.4071000000e-02	0.0000000000e+00
1.1362000000e-02	1.1362000000e-02	0.0000000000e+00
5.3505000000e-03	5.3505000000e-03	0.0000000000e+00
2.1495000000e-03	2.1495000000e-03	0.0000000000e+00
8.4573000000e-04	8.4573000000e-04	0.0000000000e+00
3.2455000000e-04	3.2455000000e-04	0.0000000000e+00
1.3695000000e-04	1.3695000000e-04	0.0000000000e+00
1.1590000000e-04	1.1590000000e-04	0.0000000000e+00
1.4278000000e-04	1.4278000000e-04	0.0000000000e+00
9.8789000000e-05	9.8789000000e-05	0.0000000000e+00
1.0245000000e-04	1.0245000000e-04	0.0000000000e+00
1.2066000000e-04	1.2066000000e-04	0.0000000000e+00
4.5915000000e-05	4.5915000000e-05	0.0000000000e+00
1.2099000000e-04	1.2099000000e-04	0.0000000000e+00
2.6924000000e-05	2.6924000000e-05	0.0000000000e+00
1.3637000000e-04	1.3637000000e-04	0.0000000000e+00
1.6689000000e-04	1.6689000000e-04	0.0000000000e+00
1.7391000000e-04	1.7391000000e-04	0.0000000000e+00
1.4385000000e-04	1.4385000000e-04	0.0000000000e+00
3.5479000000e-04	3.5479000000e-04	0.0000000000e+00
4.6698000000e-04	4.6698000000e-04	0.0000000000e+00
6.7211000000e-04	6.7211000000e-04	0.0000000000e+00
6.2157000000e-04	6.2157000000e-04	0.0000000000e+00
5.7088000000e-04	5.7088000000e-04	0.0000000000e+00
5.2098000000e-04	5.2098000000e-04	0.0000000000e+00
4.7262000000e-04	4.7262000000e-04	0.0000000000e+00
4.2644000000e-04	4.2644000000e-04	0.0000000000e+00
3.8287000000e-04	3.8287000000e-04	0.0000000000e+00
3.4224000000e-04	3.4224000000e-04	0.0000000000e+00
3.0472000000e-04	3.0472000000e-04	0.0000000000e+00
2.7039000000e-04	2.7039000000e-04	0.0000000000e+00
2.3921000000e-04	2.3921000000e-04	0.0000000000e+00
2.1110000000e-04	2.1110000000e-04	0.0000000000e+00
1.8590000000e-04	1.8590000000e-04	0.0000000000e+00
1.6344000000e-04	1.6344000000e-04	0.0000000000e+00
1.4351000000e-04	1.4351000000e-04	0.0000000000e+00
1.2590000000e-04	1.2590000000e-04	0.0000000000e+00
1.1038000000e-04	1.1038000000e-04	0.0000000000e+00
2.0053000000e-08	2.0053000000e-08	0.0000000000e+00
2.2243000000e-08	2.2243000000e-08	0.0000000000e+00
2.4585000000e-08	2.4585000000e-08	0.0000000000e+00
2.7110000000e-08	2.7110000000e-08	0.0000000000e+00
2.9881000000e-08	2.9881000000e-08	0.0000000000e+00
3.2961000000e-08	3.2961000000e-08	0.0000000000e+00
3.6350000000e-08	3.6350000000e-08	0.0000000000e+00
4.0131000000e-08	4.0131000000e-08	0.0000000000e+00
4.4383000000e-08	4.4383000000e-08	0.0000000000e+00
4.9253000000e-08	4.9253000000e-08	0.0000000000e+00
5.5080000000e-08	5.5080000000e-08	0.0000000000e+00
6.2747000000e-08	6.2747000000e-08	0.0000000000e+00
7.3741000000e-08	7.3741000000e-08	0.0000000000e+00
9.1150000000e-08	9.1150000000e-08	0.0000000000e+00
1.2127000000e-07	1.2127000000e-07	0.0000000000e+00
1.5936000000e-07	1.5936000000e-07	0.0000000000e+00
2.4820000000e-07	2.4820000000e-07	0.0000000000e+00
2.5268000000e-07	2.5268000000e-07	0.0000000000e+00
4.3084000000e-07	4.3084000000e-07	0.0000000000e+00
5.4223000000e-07	5.4223000000e-07	0.0000000000e+00
5.4401000000e-07	5.4401000000e-07	0.0000000000e+00
2.6908000000e-07	2.6908000000e-07	0.0000000000e+00
4.2508000000e-07	4.2508000000e-07	0.0000000000e+00
8.8904000000e-07	8.8904000000e-07	0.0000000000e+00
1.0642000000e-06	1.0642000000e-06	0.0000000000e+00
5.9931000000e-07	5.9931000000e-07	0.0000000000e+00
5.7805000000e-07	5.7805000000e-07	0.0000000000e+00
6.6749000000e-07	6.6749000000e-07	0.0000000000e+00
1.3812000000e-06	1.3812000000e-06	0.0000000000e+00
2.6279000000e-06	2.6279000000e-06	0.0000000000e+00
4.1016000000e-06	4.1016000000e-06	0.0000000000e+00
6.1504000000e-06	6.1504000000e-06	0.0000000000e+00
1.9670000000e-05	1.9670000000e-05	0.0000000000e+00
2.0443000000e-04	2.0443000000e-04	0.0000000000e+00
1.8109000000e-03	1.8109000000e-03	0.0000000000e+00
1.2022000000e-02	1.2022000000e-02	0.0000000000e+00
4.8478000000e-02	4.8478000000e-02	0.0000000000e+00
1.5837000000e-01	1.5837000000e-01	0.0000000000e+00
3.7235000000e-01	3.7235000000e-01	0.0000000000e+00
6.8917000000e-01	6.8917000000e-01	0.0000000000e+00
1.1015000000e+00	1.1015000000e+00	0.0000000000e+00
1.5708000000e+00	1.5708000000e+00	0.0000000000e+00
2.0177000000e+00	2.0177000000e+00	0.0000000000e+00
2.5025000000e+00	2.5025000000e+00	0.0000000000e+00
3.0313000000e+00	3.0313000000e+00	0.0000000000e+00
3.6291000000e+00	3.6291000000e+00	0.0000000000e+00
4.2572000000e+00	4.2572000000e+00	0.0000000000e+00
4.8372000000e+00	4.8372000000e+00	0.0000000000e+00
5.2818000000e+00	5.2818000000e+00	0.0000000000e+00
5.4971000000e+00	5.4971000000e+00	0.0000000000e+00
5.4326000000e+00	5.4326000000e+00	0.0000000000e+00
5.0701000000e+00	5.0701000000e+00	0.0000000000e+00
4.4852000000e+00	4.4852000000e+00	0.0000000000e+00
3.7662000000e+00	3.7662000000e+00	0.0000000000e+00
3.0620000000e+00	3.0620000000e+00	0.0000000000e+00
2.3769000000e+00	2.3769000000e+00	0.0000000000e+00
1.7822000000e+00	1.7822000000e+00	0.0000000000e+00
1.2739000000e+00	1.2739000000e+00	0.0000000000e+00
8.2782000000e-01	8.2782000000e-01	0.0000000000e+00
5.3079000000e-01	5.3079000000e-01	0.0000000000e+00
3.4080000000e-01	3.4080000000e-01	0.0000000000e+00
2.0768000000e-01	2.0768000000e-01	0.0000000000e+00
1.2732000000e-01	1.2732000000e-01	0.0000000000e+00
6.4812000000e-02	6.4812000000e-02	0.0000000000e+00
3.9235000000e-02	3.9235000000e-02	0.0000000000e+00
2.0569000000e-02	2.0569000000e-02	0.0000000000e+00
8.1052000000e-03	8.1052000000e-03	0.0000000000e+00
3.5974000000e-03	3.5974000000e-03	0.0000000000e+00
1.6159000000e-03	1.6159000000e-03	0.0000000000e+00
6.8165000000e-04	6.8165000000e-04	0.0000000000e+00
3.7920000000e-04	3.7920000000e-04	0.0000000000e+00
3.6863000000e-04	3.6863000000e-04	0.0000000000e+00
2.4320000000e-04	2.4320000000e-04	0.0000000000e+00
1.9904000000e-04	1.9904000000e-04	0.0000000000e+00
7.0199000000e-05	7.0199000000e-05	0.0000000000e+00
1.9748000000e-04	1.9748000000e-04	0.0000000000e+00
1.9038000000e-04	1.9038000000e-04	0.0000000000e+00
3.5836000000e-05	3.5836000000e-05	0.0000000000e+00
4.1756000000e-05	4.1756000000e-05	0.0000000000e+00
1.3540000000e-04	1.3540000000e-04	0.0000000000e+00
2.0924000000e-04	2.0924000000e-04	0.0000000000e+00
5.4141000000e-04	5.4141000000e-04	0.0000000000e+00
5.0193000000e-04	5.0193000000e-04	0.0000000000e+00
6.4319000000e-04	6.4318000000e-04	6.7522482942e-06
9.9869000000e-04	9.9869000000e-04	0.0000000000e+00
9.2396000000e-04	9.2396000000e-04	0.0000000000e+00
8.4891000000e-04	8.4891000000e-04	0.0000000000e+00
7.7491000000e-04	7.7491000000e-04	0.0000000000e+00
7.0313000000e-04	7.0313000000e-04	0.0000000000e+00
6.3448000000e-04	6.3448000000e-04	0.0000000000e+00
5.6966000000e-04	5.6966000000e-04	0.0000000000e+00
5.0915000000e-04	5.0915000000e-04	0.0000000000e+00
4.5323000000e-04	4.5323000000e-04	0.0000000000e+00
4.0201000000e-04	4.0201000000e-04	0.0000000000e+00
3.5546000000e-04	3.5546000000e-04	0.0000000000e+00
3.1347000000e-04	3.1347000000e-04	0.0000000000e+00
2.7582000000e-04	2.7582000000e-04	0.0000000000e+00
2.4225000000e-04	2.4225000000e-04	0.0000000000e+00
2.1245000000e-04	2.1245000000e-04	0.0000000000e+00
1.8611000000e-04	1.8611000000e-04	0.0000000000e+00
1.6292000000e-04	1.6292000000e-04	0.0000000000e+00
2.1613000000e-08	2.1613000000e-08	0.0000000000e+00
2.4066000000e-08	2.4066000000e-08	0.0000000000e+00
2.6729000000e-08	2.6729000000e-08	0.0000000000e+00
2.9670000000e-08	2.9670000000e-08	0.0000000000e+00
3.2980000000e-08	3.2980000000e-08	0.0000000000e+00
